date_and_time, travel_mode, x_acc [m/s^2], y_acc [m/s^2], z_acc [m/s^2], x_grav [m/s^2], y_grav [m/s^2], z_grav [m/s^2], x_lin_acc [m/s^2], y_lin_acc [m/s^2], z_lin_acc [m/s^2], x_gryo [rad/s], y_gyro [rad/s], z_gyro [rad/s], light [lux], x_mag [uT], y_mag [uT], z_mag [uT], x_orient [deg], y_orient [deg], z_orient [deg], prox [cm], sound_lvl [db] 
2014_11_30 15:13:13.572, walking, 0.19068487, -0.13620348, 10.2152605, 0.1926604, -0.14251332, 9.803721, -0.0019755363, 0.006309837, 0.41153908, 0.00580322, -0.0070249503, -0.005497787, 100.0, 21.119999, 16.8, 53.1, -0.8516212, 0.014532825, -0.019649234, 5.0, null 
2014_11_30 15:13:14.173, walking, 0.21792556, -0.14982383, 10.147159, 0.19713446, -0.14056325, 9.803661, 0.034411445, -0.00926058, 0.34349728, 0.0067195175, -0.010079277, -3.0543262E-4, 100.0, 19.98, 16.98, 52.8, -0.81740975, 0.014333953, -0.020105539, 5.0, null 
2014_11_30 15:13:14.793, walking, 0.17706452, -0.13620348, 10.18802, 0.19548531, -0.14078711, 9.803691, -0.018420786, 0.004583627, 0.38432884, 0.00580322, -0.0067195175, 0.0018325958, 100.0, 20.4, 17.16, 53.16, 0.6997142, 0.96866614, -1.0912771, 5.0, null 
2014_11_30 15:13:15.321, walking, 0.21792556, -0.16344418, 10.2152605, 0.19484964, -0.13999724, 9.803715, 0.03669627, 0.0037937611, 0.5068884, 0.0070249503, -0.0076358155, 6.1086525E-4, 100.0, 21.06, 17.699999, 53.28, 1.4716152, 0.7640485, -1.4382448, 5.0, null 
2014_11_30 15:13:15.834, walking, 0.16344418, -0.12258313, 10.174399, 0.1917616, -0.13568054, 9.803836, -0.028317422, 0.013097413, 0.3705635, 0.0070249503, -0.010079277, 3.0543262E-4, 100.0, 20.279999, 17.46, 53.579998, -0.8127286, 0.013836006, -0.01955736, 5.0, null 
2014_11_30 15:13:16.433, walking, 0.19068487, -0.17706452, 10.024576, 0.19335493, -0.13870719, 9.803762, -0.016290411, 0.002503708, 0.35701656, 0.0061086523, -0.011911872, 3.0543262E-4, 100.0, 20.58, 17.52, 53.82, -0.8179175, 0.014144668, -0.019719966, 5.0, null 
2014_11_30 15:13:17.061, walking, 0.19068487, -0.13620348, 10.147159, 0.19245921, -0.1430656, 9.803719, -0.0017743409, 0.006862119, 0.34344006, 0.0027488936, -0.011911872, -0.0018325958, 100.0, 20.58, 16.92, 53.28, -0.8344854, 0.014589148, -0.019628724, 5.0, null 
2014_11_30 15:13:17.574, walking, 0.19068487, -0.19068487, 10.18802, 0.18783775, -0.13677259, 9.803897, -0.010773227, 5.6910515E-4, 0.34326172, 0.006414085, -0.008857546, 6.1086525E-4, 100.0, 20.52, 17.58, 53.46, 1.684759, 0.9218393, -1.7211678, 5.0, null 
2014_11_30 15:13:18.132, walking, 0.20430522, -0.12258313, 10.119919, 0.1890197, -0.13475227, 9.803903, 0.015285522, 0.012169145, 0.3160162, 0.003970624, -0.012217305, -6.1086525E-4, 100.0, 20.16, 16.98, 52.92, -0.8240626, 0.01374134, -0.019277658, 5.0, null 
2014_11_30 15:13:18.706, walking, 0.19068487, -0.19068487, 10.2152605, 0.18466778, -0.13389437, 9.803996, 0.006017089, -0.01592946, 0.41126442, 0.008552114, -0.010079277, 3.0543262E-4, 100.0, 20.88, 16.98, 53.699997, -2.5187383, 0.013653851, -0.018833742, 5.0, null 
2014_11_30 15:13:19.227, walking, 0.19068487, -0.14982383, 10.160779, 0.18380277, -0.14146186, 9.803907, 0.0068821013, -0.008361965, 0.3568716, 0.007941248, -0.009162978, 9.162979E-4, 100.0, 19.619999, 17.64, 53.1, -0.79112047, 0.014425595, -0.018745713, 5.0, null 
2014_11_30 15:13:19.803, walking, 0.19068487, -0.13620348, 10.133538, 0.18454921, -0.1376017, 9.803947, 0.0061356574, 0.0013982207, 0.3295908, 0.006414085, -0.008552114, -0.004276057, 100.0, 19.439999, 16.859999, 54.42, -0.8071878, 0.014031929, -0.018821748, 5.0, null 
2014_11_30 15:13:20.327, walking, 0.20430522, -0.17706452, 10.147159, 0.18427703, -0.13738327, 9.803955, 0.033648536, 0.0011797845, 0.31596375, 9.162979E-4, -0.009468411, 0.0033597588, 100.0, 19.98, 17.52, 53.399998, 1.1342834, 0.92357016, -1.0516502, 5.0, null 
2014_11_30 15:13:20.861, walking, 0.20430522, -0.16344418, 10.092678, 0.19424696, -0.14131975, 9.803708, 0.010058254, -0.022124425, 0.28897, 0.0036651916, -0.009468411, -6.1086525E-4, 100.0, 19.8, 17.279999, 53.399998, -0.8040155, 0.014411103, -0.019811029, 5.0, null 
2014_11_30 15:13:21.434, walking, 0.16344418, -0.12258313, 10.174399, 0.19061378, -0.14633995, 9.803705, -0.0271696, 0.023756824, 0.37069416, 0.0036651916, -0.007941248, 0.003970624, 100.0, 20.4, 17.1, 53.82, -0.8241079, 0.014923076, -0.019440584, 5.0, null 
2014_11_30 15:13:21.943, walking, 0.24516626, -0.14982383, 10.092678, 0.19246648, -0.14646025, 9.803667, -0.029022306, 0.010256767, 0.3707323, 0.006414085, -0.009162978, 0.0021380284, 100.0, 20.64, 17.1, 53.46, 0.931622, 0.7090095, -1.3191063, 5.0, null 
2014_11_30 15:13:22.532, walking, 0.24516626, -0.14982383, 10.065437, 0.19357942, -0.14138414, 9.8037195, 0.051586837, -0.00843969, 0.2617178, 0.008857546, -0.0076358155, 0.0033597588, 100.0, 19.92, 17.039999, 53.52, -0.813862, 0.014417669, -0.019742943, 5.0, null 
2014_11_30 15:13:23.075, walking, 0.19068487, -0.12258313, 10.20164, 0.19454326, -0.13728619, 9.80376, -0.017478734, 0.014703058, 0.38426018, 0.008552114, -0.010995574, 0.0018325958, 100.0, 22.02, 16.619999, 54.0, -0.87812686, 0.013999752, -0.019841136, 5.0, null 
2014_11_30 15:13:23.584, walking, 0.19068487, -0.12258313, 10.2152605, 0.2001467, -0.13227037, 9.803715, -0.009461835, 0.009687237, 0.41154575, 0.008246681, -0.01038471, 0.0012217305, 100.0, 20.1, 16.98, 53.52, 0.84617573, 0.9752414, -1.2490457, 5.0, null 
2014_11_30 15:13:24.185, walking, 0.20430522, -0.14982383, 10.147159, 0.20205566, -0.13857566, 9.803589, 0.0022495538, -0.011248171, 0.34356976, 0.011911872, -0.0067195175, 0.0021380284, 100.0, 20.52, 17.4, 53.52, -0.8187195, 0.0141312545, -0.02060746, 5.0, null 
2014_11_30 15:13:24.693, walking, 0.21792556, -0.14982383, 10.119919, 0.19546825, -0.1353746, 9.803767, -0.018403724, -8.288771E-4, 0.32977104, 0.009773844, -0.007941248, 3.0543262E-4, 100.0, 20.58, 16.8, 53.82, -0.838148, 0.013804806, -0.019935435, 5.0, null 
2014_11_30 15:13:25.254, walking, 0.24516626, -0.10896278, 10.133538, 0.19293058, -0.13224824, 9.803861, 0.052235678, 0.023285456, 0.32967758, 0.01038471, -0.010995574, 3.0543262E-4, 100.0, 19.98, 17.1, 53.16, -0.8155841, 0.013485976, -0.019676503, 5.0, null 
2014_11_30 15:13:25.825, walking, 0.21792556, -0.12258313, 10.133538, 0.19423993, -0.13215151, 9.803836, -0.0444161, -0.017672315, 0.38418388, 0.004276057, -0.010079277, 0.0015271631, 100.0, 20.22, 17.52, 54.3, -0.8090601, 0.013476112, -0.019810054, 5.0, null 
2014_11_30 15:13:26.323, walking, 0.21792556, -0.14982383, 10.2152605, 0.19513209, -0.13450219, 9.803786, 0.022793472, -0.015321642, 0.41147423, 0.008552114, -0.014660766, 0.0018325958, 100.0, 19.92, 17.82, 53.399998, -0.79334754, 0.013715836, -0.019901121, 5.0, null 
2014_11_30 15:13:26.832, walking, 0.19068487, -0.12258313, 10.106298, 0.19516957, -0.13216949, 9.803818, -0.004484698, 0.009586357, 0.3024807, 0.0125227375, -0.008552114, 0.0027488936, 100.0, 19.74, 17.58, 53.46, 0.6555314, 0.013477943, -0.019904878, 5.0, null 
2014_11_30 15:13:27.384, walking, 0.17706452, -0.19068487, 10.160779, 0.19635914, -0.13148977, 9.8038025, -0.01929462, -0.0591951, 0.3569765, 0.009162978, -0.005192355, 9.162979E-4, 100.0, 20.699999, 16.859999, 53.94, -0.8398715, 0.013408626, -0.020026198, 5.0, null 
2014_11_30 15:13:27.936, walking, 0.19068487, -0.13620348, 10.174399, 0.19726147, -0.13283432, 9.803766, 0.020664096, -0.016989514, 0.23443031, 0.0076358155, -0.0076358155, 0.0021380284, 100.0, 20.46, 17.52, 53.64, -0.8153249, 0.013545745, -0.020118274, 5.0, null 
2014_11_30 15:13:28.453, walking, 0.17706452, -0.13620348, 10.2152605, 0.19569772, -0.13918035, 9.803709, -0.018633202, 0.0029768646, 0.41155148, 0.0067195175, -0.009162978, 6.1086525E-4, 100.0, 20.039999, 17.64, 53.34, -0.8006676, 0.014192922, -0.01995895, 5.0, null 
2014_11_30 15:13:29.056, walking, 0.23154591, -0.19068487, 10.20164, 0.19185829, -0.13826455, 9.803799, 0.03968762, -0.052420318, 0.39784145, 0.008246681, -0.010995574, 0.003970624, 100.0, 21.66, 16.92, 53.399998, -0.8618779, 0.014099528, -0.019567294, 5.0, null 
2014_11_30 15:13:29.664, walking, 0.20430522, -0.19068487, 10.106298, 0.18864767, -0.1416059, 9.803813, 0.015657544, -0.04907897, 0.30248547, 0.010079277, -0.0076358155, -9.162979E-4, 100.0, 19.98, 17.1, 53.399998, -0.8145625, 0.014440285, -0.0192399, 5.0, null 
2014_11_30 15:13:30.200, walking, 0.19068487, -0.16344418, 10.18802, 0.19424255, -0.13985847, 9.803729, 0.09178476, 0.05813638, 0.37067032, 0.0070249503, -0.007330383, -0.0027488936, 100.0, 20.4, 16.98, 52.98, -2.7332022, 0.014262078, -0.019810537, 5.0, null 
2014_11_30 15:13:30.725, walking, 0.19068487, -0.14982383, 10.160779, 0.19182137, -0.14272016, 9.803735, -0.0011364967, -0.0071036667, 0.35704422, 0.00580322, -0.008857546, 3.0543262E-4, 100.0, 19.98, 17.4, 53.219997, -0.805788, 0.01455392, -0.019563656, 5.0, null 
2014_11_30 15:13:31.334, walking, 0.21792556, -0.16344418, 10.18802, 0.19041938, -0.140403, 9.803796, 0.013885841, 0.058680914, 0.4114647, 0.0070249503, -0.005497787, 3.0543262E-4, 100.0, 19.68, 16.98, 53.94, 1.9332286, 1.0692648, -1.9936503, 5.0, null 
2014_11_30 15:13:31.944, walking, 0.19068487, -0.16344418, 10.133538, 0.19676386, -0.14067478, 9.803667, -0.0060789883, -0.022769392, 0.32987118, 0.0076358155, -0.004581489, -0.0027488936, 100.0, 19.5, 17.16, 53.1, -0.7992917, 0.014345327, -0.020067742, 5.0, null 
2014_11_30 15:13:32.454, walking, 0.25878662, -0.06810174, 10.228881, 0.19061497, -0.031288084, 9.804748, 6.990135E-5, 0.004047388, 0.31517124, 0.06963864, -0.008552114, -0.0061086523, 10.0, 20.58, 17.46, 53.34, -0.8366836, 0.0031905018, -0.01943864, 0.0, null 
2014_11_30 15:13:33.006, walking, 0.21792556, -0.027240695, 10.092678, 0.19955224, -0.025377082, 9.804586, 0.018373325, -0.0018636137, 0.28809166, 0.004581489, -0.0070249503, 0.0015271631, 10.0, 20.1, 17.52, 52.68, -0.8226364, 0.002587745, -0.020350138, 0.0, null 
2014_11_30 15:13:33.588, walking, 0.23154591, -0.06810174, 10.160779, 0.2089145, -0.06959196, 9.804177, 0.00901106, 0.0014902204, 0.24763966, 0.003970624, -0.01160644, -3.0543262E-4, 10.0, 20.76, 17.76, 53.28, -0.82455933, 0.0070964647, -0.0213055, 0.0, null 
2014_11_30 15:13:34.207, walking, 0.21792556, -0.06810174, 10.119919, 0.20295021, -0.06786787, 9.804315, 0.014975354, -2.3387372E-4, 0.3156042, -0.019242255, -0.016187929, -0.0030543262, 10.0, 20.039999, 17.94, 52.92, -0.80236053, 0.0069206515, -0.020697135, 0.0, null 
2014_11_30 15:13:34.725, walking, 0.21792556, -0.10896278, 10.160779, 0.19444981, -0.11498704, 9.804048, 0.050716445, -0.0075960904, 0.2750101, 0.005192355, -0.009468411, 0.005497787, 100.0, 21.9, 16.92, 53.34, -0.8708622, 0.011725684, -0.019831026, 5.0, null 
2014_11_30 15:13:35.244, walking, 0.21792556, -0.12258313, 10.18802, 0.19077055, -0.11556675, 9.804112, 0.027155012, -0.0070163757, 0.38390732, 0.005497787, -0.008552114, -0.0015271631, 100.0, 19.8, 17.279999, 53.1, 0.35370475, 0.96891403, -1.8662372, 5.0, null 
2014_11_30 15:13:35.857, walking, 0.21792556, -0.095342435, 10.133538, 0.19524911, -0.11542593, 9.804027, 0.022676453, -0.007157199, 0.3567524, 0.008857546, -0.009468411, 0.0036651916, 100.0, 19.14, 17.52, 53.34, -0.78327733, 0.011770441, -0.019912565, 5.0, null 
2014_11_30 15:13:36.482, walking, 0.21792556, -0.040861044, 10.2152605, 0.19619851, -0.1127423, 9.80404, 0.021727055, 0.07188125, 0.41122055, 0.0018325958, -0.010079277, -3.0543262E-4, 100.0, 19.02, 17.4, 53.579998, -0.78331494, 0.011496767, -0.020009335, 5.0, null 
2014_11_30 15:13:37.002, walking, 0.19068487, -0.12258313, 10.228881, 0.1984431, -0.09920777, 9.80414, 0.005862117, -0.023375362, 0.24767685, 0.018936822, -0.0036651916, -9.162979E-4, 100.0, 20.64, 17.279999, 52.86, -0.8321243, 0.010116549, -0.020237982, 5.0, null 
2014_11_30 15:13:37.545, walking, 0.21792556, -0.040861044, 10.160779, 0.18433292, -0.057843313, 9.804747, 0.03359264, 0.016982269, 0.35603237, 0.005497787, -0.013439035, -0.0015271631, 10.0, 19.26, 17.4, 53.1, -0.80050516, 0.00589841, -0.018798163, 0.0, null 
2014_11_30 15:13:38.140, walking, 0.20430522, -0.013620348, 10.2152605, 0.17845501, -0.049404316, 9.804901, -0.02863118, -0.059558466, 0.28777695, 0.009468411, -0.0070249503, 0.0027488936, 10.0, 19.619999, 18.0, 52.62, -0.79602927, 0.00503786, -0.018198583, 0.0, null 
2014_11_30 15:13:38.758, walking, 0.21792556, -0.027240695, 10.119919, 0.18124402, -0.040686175, 9.804891, 0.036681548, 0.01344548, 0.3150282, 0.008246681, -0.01160644, -0.0030543262, 10.0, 19.859999, 17.52, 52.8, -0.81652766, 0.0041488474, -0.018482957, 0.0, null 
2014_11_30 15:13:39.383, walking, 0.20430522, -0.05448139, 10.18802, 0.19114642, -0.07484366, 9.804502, 0.013158798, 0.02036227, 0.38351822, 0.0033597588, -0.005192355, 9.162979E-4, 10.0, 19.26, 17.82, 52.86, -0.78540623, 0.007632003, -0.019493314, 0.0, null 
2014_11_30 15:13:39.912, walking, 0.21792556, -0.095342435, 10.119919, 0.20445226, -0.13017438, 9.803655, -0.027387738, 0.048452295, 0.3707447, 0.028405234, 0.005192355, 0.0033597588, 10.0, 20.58, 16.68, 53.039997, -0.84181213, 0.013274482, -0.020851675, 0.0, null 
2014_11_30 15:13:40.437, walking, 0.17706452, -0.12258313, 9.997335, 0.19390261, -0.113711156, 9.804073, -0.016838089, -0.008871973, 0.1932621, 0.007941248, -0.0076358155, -0.0018325958, 100.0, 18.72, 17.22, 53.52, -0.78017163, 0.0115955705, -0.019775182, 5.0, null 
2014_11_30 15:13:41.040, walking, 0.17706452, -0.095342435, 10.256122, 0.19794631, -0.11099518, 9.804025, -0.00726144, 0.029273093, 0.43847656, 0.011301007, -0.009162978, 0.0027488936, 100.0, 21.24, 16.92, 53.34, -0.8551134, 0.011318599, -0.020187568, 5.0, null 
2014_11_30 15:13:41.658, walking, 0.21792556, -0.10896278, 10.119919, 0.20164007, -0.105283625, 9.804011, 0.016285494, -0.0036791563, 0.31590748, 0.009773844, -0.008857546, -0.0033597588, 100.0, 19.56, 17.76, 52.98, -0.78905284, 0.010736148, -0.0205642, 5.0, null 
2014_11_30 15:13:42.172, walking, 0.19068487, -0.10896278, 10.18802, 0.20727888, -0.10212364, 9.803927, -0.0029736608, -0.0068391412, 0.38409233, 0.009468411, -0.008246681, 0.0015271631, 100.0, 20.64, 17.16, 53.64, -0.83316696, 0.010413901, -0.021139285, 5.0, null 
2014_11_30 15:13:42.712, walking, 0.21792556, -0.095342435, 10.256122, 0.2058009, -0.105831124, 9.803919, 0.012124658, 0.010488689, 0.4522028, 0.0106901415, -0.007330383, 0.005192355, 100.0, 18.96, 17.52, 53.699997, -0.7777769, 0.010791982, -0.020988615, 5.0, null 
2014_11_30 15:13:43.235, walking, 0.23154591, -0.10896278, 10.18802, 0.20032243, -0.07342123, 9.804329, 0.031223476, -0.03554155, 0.38369083, 0.008246681, -0.0033597588, 0.0033597588, 100.0, 19.439999, 17.94, 53.1, 1.2783855, -0.10025985, -1.7004988, 0.0, null 
2014_11_30 15:13:43.786, walking, 0.24516626, -0.05448139, 10.18802, 0.19876698, -0.051061668, 9.8045025, 0.04639928, -0.0034197234, 0.38351727, 0.021991149, -0.008552114, -0.0012217305, 10.0, 19.56, 17.64, 52.86, -2.4965308, -0.3045697, -0.3547797, 0.0, null 
2014_11_30 15:13:44.388, walking, 0.12258313, -0.05448139, 10.147159, 0.18131374, -0.044040542, 9.804875, -0.05873061, -0.010440849, 0.34228325, 0.0076358155, -0.004581489, -0.002443461, 10.0, 18.9, 17.94, 52.5, -0.7784452, 0.0044909003, -0.018490095, 0.0, null 
2014_11_30 15:13:44.922, walking, 0.24516626, -0.10896278, 10.269742, 0.20114683, -0.092805184, 9.804149, 0.04401943, 0.038323794, 0.35663033, -0.009468411, -0.014049901, -6.1086525E-4, 10.0, 19.5, 17.76, 53.28, -0.7891044, 0.009463636, -0.020513624, 0.0, null 
2014_11_30 15:13:45.426, walking, 0.21792556, -0.06810174, 10.174399, 0.1888774, -0.10318627, 9.804288, 0.02904816, 0.03508453, 0.37011147, 0.008246681, -0.010079277, -0.0033597588, 100.0, 19.56, 17.52, 53.219997, 1.3408512, 0.879396, -1.2882414, 5.0, null 
2014_11_30 15:13:46.037, walking, 0.21792556, -0.12258313, 10.174399, 0.19289172, -0.103091165, 9.804212, 0.025033846, -0.019491963, 0.37018776, 0.008857546, -0.0076358155, -3.0543262E-4, 100.0, 19.199999, 17.46, 53.699997, 1.0446049, 0.53075194, -1.4100336, 5.0, null 
2014_11_30 15:13:46.545, walking, 0.23154591, -0.14982383, 10.2152605, 0.19225377, -0.0996102, 9.804259, 0.03929214, -0.00935258, 0.30203915, 0.008552114, -0.008246681, 0.0012217305, 100.0, 22.02, 16.619999, 53.16, -0.8849749, 0.010157589, -0.019606695, 5.0, null 
2014_11_30 15:13:47.135, walking, 0.21792556, -0.14982383, 10.20164, 0.19686039, -0.09511364, 9.804213, 0.021065176, -0.054710187, 0.39742756, 0.0070249503, -0.009162978, 0.004276057, 100.0, 19.5, 17.58, 53.699997, 1.0833018, 0.9320245, -1.5273454, 5.0, null 
2014_11_30 15:13:47.701, walking, 0.17706452, -0.14982383, 10.2152605, 0.20218392, -0.095092945, 9.804105, 0.029361993, -2.4949014E-4, 0.28857327, 0.009468411, -0.0106901415, 0.0015271631, 100.0, 19.74, 17.82, 53.399998, -0.7933491, 0.009696933, -0.020619452, 5.0, null 
2014_11_30 15:13:48.202, walking, 0.21792556, -0.095342435, 10.092678, 0.20246872, -0.0954505, 9.804095, 0.01545684, 1.0806322E-4, 0.2885828, 0.004886922, -0.011911872, 0.0036651916, 100.0, 19.02, 17.52, 53.76, -0.78149915, 0.009733396, -0.02064851, 5.0, null 
2014_11_30 15:13:48.806, walking, 0.21792556, -0.12258313, 10.20164, 0.20441903, -0.098276235, 9.804028, 0.013506532, -0.024306893, 0.39761257, 0.009468411, -0.008552114, -0.0015271631, 100.0, 19.199999, 17.699999, 53.34, 1.174937, 1.0779698, -1.1441689, 5.0, null 
2014_11_30 15:13:49.317, walking, 0.17706452, -0.12258313, 10.18802, 0.21079975, -0.085680865, 9.804009, 0.020746157, 0.031199474, 0.35676956, 0.0067195175, -0.011301007, -0.002443461, 100.0, 19.56, 17.34, 53.52, -0.8018119, 0.008737127, -0.02149807, 5.0, null 
2014_11_30 15:13:49.832, walking, 0.21792556, -0.10896278, 10.20164, 0.2057301, -0.08974732, 9.804081, 0.012195468, -0.019215465, 0.39755917, 0.0061086523, -0.007941248, 6.1086525E-4, 100.0, 19.08, 17.94, 53.219997, -0.7724668, 0.009151807, -0.020981051, 5.0, null 
2014_11_30 15:13:50.460, walking, 0.21792556, -0.12258313, 10.160779, 0.20156114, -0.090582944, 9.80416, 0.016364425, 0.008860856, 0.4111004, 0.01038471, -0.008552114, 9.162979E-4, 100.0, 19.32, 17.94, 53.64, -0.7792625, 0.009237021, -0.02055584, 5.0, null 
2014_11_30 15:13:51.092, walking, 0.25878662, -0.05448139, 10.20164, 0.2069969, -0.093462184, 9.80402, 0.051789716, 0.038980793, 0.3976202, 0.026572637, 0.0030543262, -6.1086525E-4, 100.0, 19.439999, 17.46, 53.579998, -0.7945221, 0.009530635, -0.021110335, 5.0, null 
2014_11_30 15:13:51.595, walking, 0.25878662, -0.095342435, 10.092678, 0.2019571, -0.11032491, 9.803949, 0.015968457, -0.012258217, 0.42493153, 0.004276057, -0.011301007, 0.0027488936, 100.0, 20.1, 17.699999, 53.64, -0.80373913, 0.011250247, -0.020596653, 5.0, null 
2014_11_30 15:13:52.166, walking, 0.21792556, -0.12258313, 10.18802, 0.2082725, -0.11490227, 9.803765, 0.009653062, -0.0076808557, 0.38425446, 0.004886922, -0.011911872, -0.0021380284, 100.0, 19.14, 18.119999, 53.28, -0.7651679, 0.011717039, -0.021240938, 5.0, null 
2014_11_30 15:13:52.721, walking, 0.17706452, -0.12258313, 10.228881, 0.21525395, -0.11761368, 9.803582, 0.04353267, 0.022271246, 0.38443756, 0.008246681, -0.0143553335, -0.0012217305, 100.0, 22.02, 17.88, 53.82, -2.1666803, 0.011993545, -0.021953136, 5.0, null 
2014_11_30 15:13:53.254, walking, 0.23154591, -0.12258313, 10.2152605, 0.20808345, -0.11692268, 9.803745, 0.02346246, -0.005660452, 0.41151524, 0.0125227375, -0.007330383, 9.162979E-4, 100.0, 18.66, 18.3, 53.879997, 2.7859569, -0.0, -1.5707964, 5.0, null 
2014_11_30 15:13:53.827, walking, 0.14982383, -0.10896278, 10.160779, 0.20187558, -0.12493387, 9.803776, -0.052051753, 0.015971087, 0.3570032, 0.007941248, -0.0125227375, 0.0012217305, 100.0, 20.039999, 17.46, 53.82, -0.8063892, 0.012740053, -0.020588707, 5.0, null 
2014_11_30 15:13:54.350, walking, 0.16344418, -0.12258313, 10.147159, 0.19703877, -0.11315685, 9.804017, 0.007266447, 0.085916154, 0.32952118, 0.0076358155, -0.009162978, 0.0036651916, 100.0, 19.56, 17.52, 53.82, 1.8922973, 0.7260083, -2.0491488, 5.0, null 
2014_11_30 15:13:54.910, walking, 0.21792556, -0.08172209, 10.269742, 0.19080444, -0.115461156, 9.804114, 0.027121127, 0.033739068, 0.46562767, 0.007941248, -0.005192355, -3.0543262E-4, 100.0, 18.6, 18.42, 53.64, 1.6378952, 1.0020202, -1.665748, 5.0, null 
2014_11_30 15:13:55.481, walking, 0.16344418, -0.13620348, 10.20164, 0.18656626, -0.117456205, 9.804172, 0.0041186064, -0.0051269233, 0.3702278, 0.0061086523, -0.0067195175, 0.0027488936, 100.0, 19.68, 17.94, 53.16, -0.7876867, 0.011977485, -0.019026978, 5.0, null 
2014_11_30 15:13:56.047, walking, 0.20430522, -0.095342435, 10.18802, 0.1873698, -0.12048054, 9.804119, 0.016935423, 0.025138102, 0.38390064, 0.004886922, -0.014660766, 0.004886922, 100.0, 19.5, 17.88, 53.16, -0.7838977, 0.012285906, -0.019109009, 5.0, null 
2014_11_30 15:13:56.575, walking, 0.16344418, -0.12258313, 10.079058, 0.18614079, -0.122042544, 9.804124, -0.022696614, -5.405843E-4, 0.27493382, 0.010995574, -0.010995574, 9.162979E-4, 100.0, 19.32, 18.42, 52.92, -0.76481885, 0.012445197, -0.018983688, 5.0, null 
2014_11_30 15:13:57.102, walking, 0.23154591, -0.10896278, 10.160779, 0.19060348, -0.122291505, 9.804035, 0.09542383, 0.013328724, 0.41122532, 0.004886922, -0.007941248, -0.003970624, 100.0, 19.68, 18.0, 53.16, -0.7847767, 0.012470586, -0.019438881, 5.0, null 
2014_11_30 15:13:57.634, walking, 0.19068487, -0.12258313, 10.119919, 0.19040748, -0.11942354, 9.804074, 2.7738512E-4, -0.00315959, 0.31584454, 0.01160644, -0.01160644, -0.0021380284, 100.0, 19.199999, 18.359999, 53.34, -0.7624831, 0.012178113, -0.019418819, 5.0, null 
2014_11_30 15:13:58.229, walking, 0.20430522, -0.12258313, 10.106298, 0.19017996, -0.121966384, 9.804048, 0.014125258, -6.1674416E-4, 0.30225086, 0.010079277, -0.0067195175, -0.0027488936, 100.0, 20.1, 18.0, 53.28, -0.79591763, 0.01243743, -0.019395674, 5.0, null 
2014_11_30 15:13:58.845, walking, 0.24516626, -0.10896278, 10.147159, 0.19345954, -0.12174172, 9.803986, 0.051706716, 0.012778938, 0.34317303, 0.005497787, -0.007330383, -0.0027488936, 100.0, 19.26, 17.82, 53.399998, -0.77767384, 0.012414519, -0.019730184, 5.0, null 
2014_11_30 15:13:59.366, walking, 0.16344418, -0.12258313, 10.18802, 0.19233243, -0.12230246, 9.804001, 0.09369488, 0.013339676, 0.39763927, 0.011301007, -0.008857546, 0.0036651916, 100.0, 19.199999, 17.699999, 53.1, 1.1762099, 0.93046963, -1.6475682, 5.0, null 
2014_11_30 15:13:59.906, walking, 0.20430522, -0.095342435, 10.079058, 0.18828726, -0.12222449, 9.804081, 0.016017959, 0.026882052, 0.27497673, 0.011301007, -0.0033597588, -6.1086525E-4, 100.0, 20.279999, 17.46, 52.92, -0.8158084, 0.012463751, -0.019202627, 5.0, null 
2014_11_30 15:14:00.518, walking, 0.23154591, -0.16344418, 10.160779, 0.18549447, -0.12142853, 9.804144, 0.046051443, -0.04201565, 0.3566351, 0.004276057, -0.013439035, -0.0012217305, 100.0, 19.32, 17.94, 52.92, 1.0625696, 0.78435975, -1.5063695, 5.0, null 
2014_11_30 15:14:01.121, walking, 0.24516626, -0.14982383, 10.18802, 0.19051394, -0.12294477, 9.804029, 0.05465232, -0.026879057, 0.3839903, 0.008552114, -0.012217305, 9.162979E-4, 100.0, 20.1, 17.88, 53.52, -0.79874605, 0.012537206, -0.019429762, 5.0, null 
2014_11_30 15:14:01.651, walking, 0.19068487, -0.12258313, 10.119919, 0.19190596, -0.12156449, 9.804019, -0.0012210906, 0.039842404, 0.41124153, 0.004276057, -0.008857546, -0.0018325958, 100.0, 19.92, 17.46, 52.92, 0.92249435, 0.92642415, -1.3415644, 5.0, null 
2014_11_30 15:14:02.189, walking, 0.13620348, -0.17706452, 10.160779, 0.1886134, -0.12465139, 9.804043, -0.052409917, -0.052413136, 0.35673618, 0.009162978, -0.004276057, 9.162979E-4, 100.0, 18.9, 17.52, 53.1, -0.77644736, 0.012711247, -0.019235957, 5.0, null 
2014_11_30 15:14:02.789, walking, 0.20430522, -0.06810174, 10.18802, 0.19394079, -0.12598585, 9.803923, -0.0032559186, 0.0034027174, 0.31599617, 0.007330383, -0.008857546, 9.162979E-4, 100.0, 19.8, 17.94, 53.219997, 0.36976087, 0.76790714, -1.833791, 5.0, null 
2014_11_30 15:14:03.395, walking, 0.19068487, -0.12258313, 10.119919, 0.1878825, -0.12400654, 9.804066, 0.002802372, 0.0014234111, 0.31585312, 0.004276057, -0.013439035, 0.0036651916, 100.0, 19.439999, 18.119999, 52.739998, -0.7807265, 0.009381452, -0.018764555, 5.0, null 
